Matchup,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
"MAR 24, 2015 - DAL vs. SAS",W,240,101,42,87,48.3,7,22,31.8,10,13,76.9,10,39,49,21,6,2,16,19
"MAR 22, 2015 - DAL @ PHX",L,240,92,37,96,38.5,5,19,26.3,13,22,59.1,15,25,40,21,9,1,12,22
"MAR 20, 2015 - DAL vs. MEM",L,240,101,34,76,44.7,8,22,36.4,25,36,69.4,9,32,41,14,6,3,17,29
"MAR 18, 2015 - DAL vs. ORL",W,240,107,39,80,48.8,13,31,41.9,16,24,66.7,8,32,40,28,7,6,20,16
"MAR 16, 2015 - DAL vs. OKC",W,240,119,42,89,47.2,10,25,40,25,35,71.4,8,29,37,27,9,2,12,27
"MAR 13, 2015 - DAL vs. LAC",W,240,129,51,84,60.7,16,28,57.1,11,16,68.8,12,31,43,31,11,2,15,16
"MAR 10, 2015 - DAL vs. CLE",L,240,94,33,81,40.7,5,20,25,23,33,69.7,15,27,42,18,6,6,16,22
"MAR 08, 2015 - DAL @ LAL",W,240,100,38,78,48.7,9,26,34.6,15,22,68.2,6,27,33,21,10,7,7,20
"MAR 06, 2015 - DAL @ GSW",L,240,89,32,87,36.8,6,20,30,19,26,73.1,3,31,34,17,15,1,11,20
"MAR 05, 2015 - DAL @ POR",L,240,75,33,88,37.5,2,16,12.5,7,8,87.5,6,35,41,17,10,3,13,16
"MAR 02, 2015 - DAL vs. NOP",W,240,102,38,79,48.1,6,16,37.5,20,22,90.9,9,29,38,11,7,6,5,14
"FEB 28, 2015 - DAL vs. BKN",L,240,94,35,82,42.7,9,28,32.1,15,18,83.3,8,29,37,23,10,3,12,19
"FEB 25, 2015 - DAL @ ATL",L,240,87,34,80,42.5,5,31,16.1,14,18,77.8,13,31,44,20,0,3,15,18
"FEB 24, 2015 - DAL vs. TOR",W,240,99,38,79,48.1,8,19,42.1,15,18,83.3,8,32,40,17,13,4,19,13
"FEB 22, 2015 - DAL vs. CHA",W,240,92,36,78,46.2,5,18,27.8,15,19,78.9,6,43,49,20,7,6,15,16
"FEB 20, 2015 - DAL vs. HOU",W,240,111,44,93,47.3,9,24,37.5,14,18,77.8,12,38,50,26,10,2,17,19
"FEB 19, 2015 - DAL @ OKC",L,240,89,33,91,36.3,9,27,33.3,14,17,82.4,14,25,39,16,14,3,17,20
"FEB 11, 2015 - DAL vs. UTA",W,240,87,28,75,37.3,10,28,35.7,21,26,80.8,7,31,38,18,11,3,11,21
"FEB 09, 2015 - DAL vs. LAC",L,240,98,33,81,40.7,10,34,29.4,22,30,73.3,14,33,47,19,2,3,12,26
"FEB 07, 2015 - DAL vs. POR",W,265,111,43,105,41,14,36,38.9,11,16,68.8,20,35,55,21,11,7,15,20
"FEB 05, 2015 - DAL @ SAC",W,240,101,41,96,42.7,12,34,35.3,7,10,70,8,40,48,25,9,7,9,19
"FEB 04, 2015 - DAL @ GSW",L,240,114,41,98,41.8,10,30,33.3,22,28,78.6,14,28,42,24,8,1,8,19
"FEB 02, 2015 - DAL vs. MIN",W,240,100,39,84,46.4,10,31,32.3,12,18,66.7,12,31,43,27,11,10,15,18
"JAN 31, 2015 - DAL @ ORL",W,240,108,42,74,56.8,11,21,52.4,13,22,59.1,3,33,36,26,9,4,12,20
"JAN 30, 2015 - DAL @ MIA",W,240,93,34,82,41.5,13,29,44.8,12,20,60,13,36,49,24,10,4,10,13
"JAN 28, 2015 - DAL @ HOU",L,240,94,35,82,42.7,10,25,40,14,16,87.5,10,36,46,16,10,7,23,16
"JAN 27, 2015 - DAL vs. MEM",L,240,90,38,78,48.7,7,26,26.9,7,10,70,8,27,35,20,8,3,16,20
"JAN 25, 2015 - DAL @ NOP",L,240,106,39,81,48.1,9,24,37.5,19,25,76,13,25,38,20,5,6,9,19
"JAN 23, 2015 - DAL vs. CHI",L,240,98,37,82,45.1,6,18,33.3,18,18,100,9,21,30,16,12,8,12,16
"JAN 21, 2015 - DAL @ MIN",W,240,98,39,76,51.3,11,27,40.7,9,14,64.3,6,36,42,26,6,3,10,13
"JAN 19, 2015 - DAL @ MEM",W,240,103,34,76,44.7,10,25,40,25,33,75.8,12,30,42,17,6,3,13,22
"JAN 16, 2015 - DAL vs. DEN",W,240,97,33,79,41.8,8,25,32,23,29,79.3,10,42,52,22,7,2,14,23
"JAN 14, 2015 - DAL @ DEN",L,240,107,41,100,41,9,37,24.3,16,20,80,10,29,39,24,8,5,8,25
"JAN 13, 2015 - DAL @ SAC",W,265,108,43,100,43,6,24,25,16,23,69.6,12,32,44,23,12,4,10,25
"JAN 10, 2015 - DAL @ LAC",L,240,100,38,86,44.2,12,30,40,12,17,70.6,8,32,40,29,4,2,11,18
"JAN 07, 2015 - DAL vs. DET",L,240,95,38,87,43.7,6,22,27.3,13,18,72.2,9,34,43,24,9,4,14,15
"JAN 05, 2015 - DAL @ BKN",W,265,96,37,94,39.4,10,27,37,12,19,63.2,14,37,51,24,8,6,10,17
"JAN 04, 2015 - DAL @ CLE",W,240,109,44,78,56.4,12,26,46.2,9,11,81.8,4,32,36,30,7,8,10,20
"JAN 02, 2015 - DAL @ BOS",W,240,119,45,96,46.9,13,27,48.1,16,17,94.1,16,36,52,24,8,1,11,21
"DEC 30, 2014 - DAL vs. WAS",W,240,114,43,82,52.4,8,15,53.3,20,29,69,3,31,34,21,11,5,7,22
"DEC 28, 2014 - DAL vs. OKC",W,240,112,39,88,44.3,10,31,32.3,24,28,85.7,7,30,37,26,8,6,12,16
"DEC 26, 2014 - DAL vs. LAL",W,240,102,42,83,50.6,5,18,27.8,13,24,54.2,6,34,40,20,9,6,13,21
"DEC 23, 2014 - DAL @ PHX",L,240,115,41,88,46.6,9,25,36,24,29,82.8,14,35,49,22,4,1,20,27
"DEC 22, 2014 - DAL vs. ATL",L,240,102,39,90,43.3,11,28,39.3,13,20,65,13,34,47,23,12,5,15,23
"DEC 20, 2014 - DAL vs. SAS",W,240,99,37,86,43,9,26,34.6,16,20,80,13,27,40,18,10,3,12,24
"DEC 17, 2014 - DAL @ DET",W,240,117,40,79,50.6,10,22,45.5,27,35,77.1,9,36,45,29,9,4,14,15
"DEC 16, 2014 - DAL @ NYK",W,240,107,42,83,50.6,15,33,45.5,8,8,100,10,31,41,30,9,4,17,14
"DEC 13, 2014 - DAL vs. GSW",L,240,98,36,89,40.4,5,25,20,21,30,70,17,36,53,14,11,0,15,23
"DEC 10, 2014 - DAL vs. NOP",W,240,112,44,83,53,9,21,42.9,15,17,88.2,5,24,29,17,5,5,8,18
"DEC 09, 2014 - DAL @ MEM",L,240,105,38,85,44.7,18,40,45,11,14,78.6,12,31,43,19,4,7,16,22
"DEC 07, 2014 - DAL vs. MIL",W,240,125,49,84,58.3,12,31,38.7,15,19,78.9,8,28,36,29,14,8,11,14
"DEC 05, 2014 - DAL vs. PHX",L,240,106,40,88,45.5,4,19,21.1,22,30,73.3,16,28,44,13,5,1,11,16
"DEC 03, 2014 - DAL @ MIL",W,240,107,42,92,45.7,8,27,29.6,15,22,68.2,17,29,46,20,8,6,16,23
"DEC 02, 2014 - DAL @ CHI",W,290,132,47,102,46.1,15,30,50,23,27,85.2,12,34,46,30,9,6,14,28
"NOV 29, 2014 - DAL @ PHI",W,240,110,40,89,44.9,8,30,26.7,22,30,73.3,13,27,40,28,13,5,12,22
"NOV 28, 2014 - DAL @ TOR",W,240,106,40,86,46.5,11,26,42.3,15,22,68.2,6,31,37,27,7,9,8,17
"NOV 26, 2014 - DAL vs. NYK",W,265,109,38,95,40,4,31,12.9,29,38,76.3,20,36,56,20,12,5,11,16
"NOV 24, 2014 - DAL vs. IND",L,240,100,40,80,50,8,24,33.3,12,21,57.1,6,31,37,21,6,6,12,28
"NOV 22, 2014 - DAL @ HOU",L,240,92,35,88,39.8,6,35,17.1,16,22,72.7,16,34,50,17,6,5,14,22
"NOV 21, 2014 - DAL vs. LAL",W,240,140,51,82,62.2,18,35,51.4,20,28,71.4,11,28,39,37,4,2,9,16
"NOV 19, 2014 - DAL @ WAS",W,240,105,34,82,41.5,12,28,42.9,25,29,86.2,10,34,44,18,5,5,12,19
"NOV 17, 2014 - DAL @ CHA",W,240,107,43,84,51.2,10,28,35.7,11,16,68.8,10,40,50,32,7,4,7,18
"NOV 15, 2014 - DAL vs. MIN",W,240,131,52,94,55.3,8,26,30.8,19,23,82.6,12,28,40,31,5,10,7,24
"NOV 13, 2014 - DAL vs. PHI",W,240,123,41,80,51.3,11,32,34.4,30,36,83.3,9,42,51,33,14,5,15,25
"NOV 11, 2014 - DAL vs. SAC",W,240,106,38,80,47.5,10,27,37,20,24,83.3,9,24,33,23,8,8,11,29
"NOV 09, 2014 - DAL vs. MIA",L,240,96,35,83,42.2,9,29,31,17,24,70.8,15,26,41,22,8,7,13,15
"NOV 07, 2014 - DAL @ UTA",W,240,105,42,88,47.7,9,24,37.5,12,14,85.7,13,29,42,23,12,3,8,22
"NOV 06, 2014 - DAL @ POR",L,240,87,33,90,36.7,5,23,21.7,16,16,100,8,26,34,14,6,4,7,17
"NOV 03, 2014 - DAL vs. BOS",W,240,118,44,82,53.7,14,25,56,16,20,80,7,29,36,24,5,9,17,17
"NOV 01, 2014 - DAL @ NOP",W,240,109,46,89,51.7,6,25,24,11,19,57.9,11,33,44,25,4,6,12,25
"OCT 30, 2014 - DAL vs. UTA",W,240,120,47,85,55.3,8,21,38.1,18,23,78.3,13,31,44,25,8,5,9,15
